gid,iso,subarea,hdi,population,fraction_urban_pop,fraction_pop_under5,sheddingRate_virus,shedding_duration_virus,incidence_urban_under5_virus,incidence_urban_5plus_virus,incidence_rural_under5_virus,incidence_rural_5plus_virus,sheddingRate_protozoa,shedding_duration_protozoa,incidence_urban_under5_protozoa,incidence_urban_5plus_protozoa,incidence_rural_under5_protozoa,incidence_rural_5plus_protozoa,flushSewer_urb,flushSeptic_urb,flushPit_urb,flushOpen_urb,flushUnknown_urb,pitSlab_urb,pitNoSlab_urb,compostingToilet_urb,bucketLatrine_urb,containerBased_urb,hangingToilet_urb,openDefecation_urb,other_urb,coverBury_urb,sewageTreated_urb,fecalSludgeTreated_urb,isWatertight_urb,hasLeach_urb,emptyFrequency_urb,pitAdditive_urb,urine_urb,twinPits_urb,onsiteDumpedland_urb,flushSewer_rur,flushSeptic_rur,flushPit_rur,flushOpen_rur,flushUnknown_rur,pitSlab_rur,pitNoSlab_rur,compostingToilet_rur,bucketLatrine_rur,containerBased_rur,hangingToilet_rur,openDefecation_rur,other_rur,coverBury_rur,sewageTreated_rur,fecalSludgeTreated_rur,isWatertight_rur,hasLeach_rur,emptyFrequency_rur,pitAdditive_rur,urine_rur,twinPits_rur,onsiteDumpedland_rur,FractionPrimarytreatment,FractionSecondarytreatment,FractionTertiarytreatment,FractionPonds,fRemoval_treatment_virus,fRemoval_treatment_protozoa,fEmitted_inEffluent_after_treatment_virus,fEmitted_inEffluent_after_treatment_protozoa,notes1,notes2,notes3
ABW,ABW,Aruba,NA,105670,0.43410618,0.056946968,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.146,0.824,0,0,0,0.013,0,0,0,NA,0,0.01,0.007,0,0.22,0.2,0,0,3,0,0,0,0.1,0.146,0.824,0,0,0,0.013,0,0,0,NA,0,0.01,0.007,0,0.22,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
AFG,AFG,Afghanistan,0.496,36373176,0.254948922,0.14571669,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.045,0.337,0.041,0.007,0,0.408,0.151,0,0,NA,0,0.005,0.004,0,0.029007909,0.2,0,0,3,0,0,0,0.1,0.006,0.01,0.003,0.001,0,0.419,0.34,0,0,NA,0,0.177,0.044,0.9,0.029286831,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
AGO,AGO,Angola,0.574,30774205,0.655144073,0.176320719,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.117,0.756,0,0.04,0,0,0,0,0.004,NA,0,0.078,0.005,0,0.06655044,0.2,0,0,3,0,0,0,0.1,0.023,0.271,0,0.076,0,0,0,0,0.002,NA,0,0.628,0.001,0.9,0.213473758,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
AIA,AIA,Anguilla,NA,15045,1,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0,0,0,0,0,0.97,0,0,0,NA,0,0,0.03,0,0.22,0.2,0,0,3,0,0,0,0.1,0,0,0,0,0,0.97,0,0,0,NA,0,0,0.03,0,0.22,0,0,0,3,0,0,0,0.1,0.833333333,0.166666667,0,NA,0.783333333,0.566666667,0.20625,0.3575,,,"Rural sanitation technologies data was not available, so national data was used."
ALA,ALA,Åland Islands,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
ALB,ALB,Albania,0.791,2934363,0.603188835,0.057779554,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.982,0,0,0,0,0.018,0,0,0,NA,0,0,0,0.0008206,0.4005493,0.0003355,0,0,3,0,0,0,0.1,0.852,0,0,0,0,0.148,0,0,0,NA,0,0,0.001,0.0097448,0.3802184,0.0039846,0,0,3,0,0,0,0.1,0.4,0.6,0,NA,0.87,0.74,0.112,0.182,,,
AND,AND,Andorra,0.857,76953,0.880615441,NA,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,3,0,0,0,0.1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,3,0,0,0,0.1,0.06185567,0.577319588,0.360824742,NA,0.952061856,0.882474227,0.030876289,0.045051546,,,
ARE,ARE,United Arab Emirates,0.866,9541615,0.865224912,0.050466917,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.783,0.201,0,0,0,0,0,0,0,NA,0,0,0.016,0,0.634541239,0.9,0,0,3,0,0,0,0.1,0.783,0.201,0,0,0,0,0,0,0,NA,0,0,0.016,0,0.634541239,0.9,0,0,3,0,0,0,0.1,0.443037975,0.46835443,0.088607595,NA,0.864936709,0.724556962,0.1195,0.19943038,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
ARG,ARG,Argentina,0.83,44688864,0.918704646,0.082676994,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.6055,0.24,0.131,0.0015,0,0.013,0,0,0,NA,0,0.009,0,0,0.46457105,0.9,0,0,3,0,0,0,0.1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.463423016,0.9,0,0,3,0,0,0,0.1,0.784313725,0.215686275,0,NA,0.793137255,0.58627451,0.195588235,0.337647059,Urban Only,,"Rural sanitation technologies data was not available, so national data was used."
ARM,ARM,Armenia,0.76,2934152,0.631486372,0.069176785,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.961,0,0,0,0,0,0,0,0,NA,0,0,0.039,0.0026381,0.4487889,0.001195,0,0,3,0,0,0,0.1,0.203,0,0,0,0,0,0,0,0,NA,0,0,0.797,0.9,0.087567,0,0,0,3,0,0,0,0.1,0.457142857,0.542857143,0,NA,0.858571429,0.717142857,0.124428571,0.205142857,,,
ASM,ASM,American Samoa,NA,55679,0.871531457,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
ATA,ATA,Antarctica,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
ATF,ATF,French Southern Territories,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
ATG,ATG,Antigua and Barbuda,0.776,103050,0.245997089,0.0751062,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.042,0.729,0,0,0,0.213,0,0,0,NA,0,0.007,0.009,0,0.289237248,0.2,0,0,3,0,0,0,0.1,0.042,0.729,0,0,0,0.213,0,0,0,NA,0,0.007,0.009,0.9,0.289237248,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
AUS,AUS,Australia,0.938,24772247,0.860117372,0.065479011,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.87,0.13,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.9,0,0,3,0,0,0,0.1,0.87,0.13,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.9,0,0,3,0,0,0,0.1,0.311111111,0.533333333,0.155555556,NA,0.894,0.778666667,0.0894,0.146,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
AUT,AUT,Austria,0.914,8751820,0.582972685,0.049760837,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.985,0,0,0,0,0,0,0,0,NA,0,0,0.015,0.0079426,0.9836485,0.0079426,0,0,3,0,0,0,0.1,0.997,0,0,0,0,0,0,0,0,NA,0,0,0.003,0.0398666,0.8432809,0.0398666,0,0,3,0,0,0,0.1,0,0.010752688,0.989247312,NA,0.989569892,0.919784946,0.004225806,0.02,,,
AZE,AZE,Azerbaijan,0.754,9923914,0.556801077,0.081406821,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0,0,0,0,0,1,0,0,0,NA,0,0,0,0.1615892,0.6067679,0.1537024,0,0,3,0,0,0,0.1,0,0,0,0,0,0.92,0,0,0,NA,0,0,0.08,0.9,0.0568499,0,0,0,3,0,0,0,0.1,0.642857143,0.357142857,0,NA,0.821428571,0.642857143,0.164821429,0.280357143,,,
BDI,BDI,Burundi,0.423,11216450,0.130317881,0.172725408,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.032,0.275,0.017,0,0.001,0.484,0.183,0.001,0,NA,0.001,0.005,0,0,0.013273025,0.2,0,0,3,0,0,0,0.1,0,0.004,0,0,0,0.483,0.486,0.002,0,NA,0.001,0.024,0,0.9,0.013273025,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
BEL,BEL,Belgium,0.919,11498519,0.980010991,0.054674201,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.976,0,0,0,0,0,0,0,0,NA,0,0,0.024,0,1,0.9,0,0,3,0,0,0,0.1,0.98,0,0,0,0,0,0,0,0,NA,0,0,0.02,0,1,0.9,0,0,3,0,0,0,0.1,0,0.121621622,0.878378378,NA,0.985135135,0.917567568,0.006554054,0.02,,,
BEN,BEN,Benin,0.52,11485674,0.473122256,0.157411353,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.021,0.1,0.017,0.001,0.001,0.427,0.134,0.008,0,NA,0.013,0.278,0,0,0.032427775,0.2,0,0,3,0,0,0,0.1,0.004,0.004,0.001,0,0.001,0.103,0.077,0.01,0,NA,0.014,0.786,0,0.9,0.030953785,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
BES,BES,"Bonaire, Sint Eustatius and Saba",NA,25702,0.748968952,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
BFA,BFA,Burkina Faso,0.434,19751651,0.293584065,0.166121409,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.031,0.041,0.016,0.001,0.008,0.797,0.032,0.004,0,NA,0,0.07,0,0,0.015082075,0.2,0,0,3,0,0,0,0.1,0,0,0,0,0,0.273,0.111,0.001,0,NA,0,0.617,0,0.9,0.014610761,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
BGD,BGD,Bangladesh,0.614,166368149,0.366321591,0.087001231,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0,0,0,0,0,0.861,0,0,0,NA,0,0.011,0.128,0,0.070320846,0.2,0,0,3,0,0,0,0.1,0,0,0,0,0,0.659,0,0,0,NA,0,0.04,0.302,0.3228791,0.0005147,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
BGR,BGR,Bulgaria,0.816,7036848,0.75008086,0.045007192,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.48,0,0,0,0,0,0,0,0,NA,0,0,0.02,0.0284207,0.6768018,0.0237189,0,0,3,0,0,0,0.1,0.288,0,0,0,0,0,0,0,0,NA,0,0,0.212,0,0.2103158,0.9,0,0,3,0,0,0,0.1,0,0.977777778,0.022222222,NA,0.950888889,0.900444444,0.024533333,0.02,Error (check),,
BHR,BHR,Bahrain,0.838,1566993,0.892873165,0.063502045,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.92,0.08,0,0,0,0,0,0,0,NA,0,0,0,0,0.496943471,0.9,0,0,3,0,0,0,0.1,0.92,0.08,0,0,0,0,0,0,0,NA,0,0,0,0,0.496943471,0.9,0,0,3,0,0,0,0.1,0.397727273,0.5,0.102272727,NA,0.874545455,0.742954545,0.109357955,0.181079545,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
BHS,BHS,Bahamas,0.805,399285,0.83024907,0.06882171,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.372561744,0.9,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.372561744,0.9,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
BIH,BIH,Bosnia and Herzegovina,0.769,3503554,0.482451533,0.040616127,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.833,0.153,0,0.005,0,0.006,0.001,0,0,NA,0,0,0.002,0.0390956,0.07075064,0.0033036,0,0,3,0,0,0,0.1,0.299,0.58,0.003,0.054,0.002,0.043,0.018,0,0,NA,0,0,0.001,0.9,0.028925694,0,0,0,3,0,0,0,0.1,0.5,0.5,0,NA,0.85,0.7,0.13375,0.2225,,,
BLM,BLM,Saint-Barthélemy,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
BLR,BLR,Belarus,0.817,9452113,0.785948179,0.05800639,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.973,0,0,0,0,0,0,0,0,NA,0,0,0.027,0.0059193,0.8058489,0.0049765,0,0,3,0,0,0,0.1,0.777,0,0,0,0,0,0,0,0,NA,0,0,0.223,0.0877834,0.6021684,0.0738019,0,0,3,0,0,0,0.1,0,0.814814815,0.185185185,NA,0.957407407,0.903703704,0.021111111,0.02,,,
BLZ,BLZ,Belize,0.72,382444,0.457246028,0.099205022,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.193,0.681,0.002,0.002,0.002,0.091,0.02,0,0.001,NA,0.002,0.003,0.004,0,0.179236229,0.2,0,0,3,0,0,0,0.1,0.008,0.515,0.019,0.001,0,0.365,0.069,0.001,0.002,NA,0,0.016,0.004,0.9,0.199572647,0,0,0,3,0,0,0,0.1,0.727272727,0.272727273,0,NA,0.804545455,0.609090909,0.183181818,0.314545455,,,
BMU,BMU,Bermuda,NA,61070,1,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0,0,0,0,0,0.998,0,0,0,NA,0,0,0.002,0,0.015,0.2,0,0,3,0,0,0,0.1,0,0,0,0,0,0.998,0,0,0,NA,0,0,0.002,0,0.22,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,"Rural sanitation technologies data was not available, so national data was used."
BOL,BOL,Bolivia,0.703,11215674,0.694250564,0.101558816,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.609,0.174,0.0895,0.0025,0.0035,0.065,0.0185,0.0015,0,NA,0,0.037,0,0.0744346,0.151116009,0.0218168,0,0,3,0,0,0,0.1,0.0525,0.0835,0.2465,0.005,0.0045,0.126,0.071,0.012,0,NA,0,0.3995,0,0.9,0.014364814,0,0,0,3,0,0,0,0.1,0.75,0.25,0,NA,0.8,0.6,0.188125,0.32375,,,
BRA,BRA,Brazil,0.761,210867954,0.865690853,0.068099046,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.735,0,0,0.007,0.002,0.243,0.008,0,0,NA,0,0.001,0.004,0.0566634,0.431300573,0.0320554,0,0,3,0,0,0,0.1,0.069,0,0,0.021,0.005,0.721,0.053,0,0,NA,0,0.052,0.079,0.9,0.061943348,0,0,0,3,0,0,0,0.1,0.785714286,0.214285714,0,NA,0.792857143,0.585714286,0.195892857,0.338214286,,,
BRB,BRB,Barbados,0.813,286388,0.311469056,0.052614912,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.016,0.058,0.885,0,0,0.036,0,0,0,NA,0,0,0.005,0,0.399509993,0.9,0,0,3,0,0,0,0.1,0.016,0.058,0.885,0,0,0.036,0,0,0,NA,0,0,0.005,0,0.399509993,0.9,0,0,3,0,0,0,0.1,0.5,0.5,0,NA,0.85,0.7,0.13375,0.2225,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
BRN,BRN,Brunei,0.845,434076,0.776292631,0.072395956,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.952,0,0,0,0,0.017,0,0,0,NA,0,0.031,0,0,0.528256932,0.9,0,0,3,0,0,0,0.1,0.956,0,0,0,0,0.035,0,0,0,NA,0,0.009,0,0,0.528256932,0.9,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
BTN,BTN,Bhutan,0.617,817054,0.40895461,0.082755323,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.272,0.575,0.038,0.0095,0.001,0.0535,0.039,0.0005,0.0035,NA,0.0025,0.0015,0.004,0,0.074707998,0.2,0,0,3,0,0,0,0.1,0.046,0.277,0.084,0.0225,0.0005,0.234,0.253,0.0135,0.0065,NA,0.028,0.011,0.023,0.9,0.107495515,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
BVT,BVT,Bouvet Island,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
BWA,BWA,Botswana,0.728,2333201,0.694464815,0.115569021,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.190229508,0.2,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.190229508,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
CAF,CAF,Central African Republic,0.381,4737423,0.413639863,0.152852603,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.001,0.003,0.008,0.002,0,0.111,0.183,0.001,0,NA,0.004,0.066,0.62,0,0.027597,0.2,0,0,3,0,0,0,0.1,0,0,0.003,0,0,0.009,0.466,0.004,0,NA,0.002,0.393,0.122,0.9,0.009199,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
