ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
ALB,Albania,total,Sanitation,2017,0.18177,5326.08715,Faecal sludge treated
ALB,Albania,rural,Sanitation,2017,0.39846,4742.27131,Faecal sludge treated
ALB,Albania,urban,Sanitation,2017,0.03355,583.81592,Faecal sludge treated
ALB,Albania,total,Sanitation,2017,0.44453,13025.67193,Disposed insitu
ALB,Albania,rural,Sanitation,2017,0.97448,11597.87074,Disposed insitu
ALB,Albania,urban,Sanitation,2017,0.08206,1427.80139,Disposed insitu
ALB,Albania,total,Sanitation,2017,39.22915,1149487.46385,Sewage treated
ALB,Albania,rural,Sanitation,2017,38.02184,452518.48746,Sewage treated
ALB,Albania,urban,Sanitation,2017,40.05493,696968.97593,Sewage treated
AND,Andorra,total,Sanitation,2017,0,0,Faecal sludge treated
AND,Andorra,rural,Sanitation,2017,0,0,Faecal sludge treated
AND,Andorra,urban,Sanitation,2017,0,0,Faecal sludge treated
AND,Andorra,total,Sanitation,2017,0,0,Disposed insitu
AND,Andorra,rural,Sanitation,2017,0,0,Disposed insitu
AND,Andorra,urban,Sanitation,2017,0,0,Disposed insitu
AND,Andorra,total,Sanitation,2017,100,76964.99714,Sewage treated
AND,Andorra,rural,Sanitation,2017,100,9120.35133,Sewage treated
AND,Andorra,urban,Sanitation,2017,100,67844.64867,Sewage treated
ARE,United Arab Emirates,total,Sanitation,2017,3.03191,285004.18082,Faecal sludge treated
ARE,United Arab Emirates,total,Sanitation,2017,3.03244,285053.84958,Disposed insitu
ARE,United Arab Emirates,total,Sanitation,2017,90.21567,8480403.91908,Sewage treated
ARM,Armenia,total,Sanitation,2017,5.23292,153347.9906,Faecal sludge treated
ARM,Armenia,urban,Sanitation,2017,0.1195,2209.70994,Faecal sludge treated
ARM,Armenia,total,Sanitation,2017,11.55283,338549.89137,Disposed insitu
ARM,Armenia,urban,Sanitation,2017,0.26381,4878.42755,Disposed insitu
ARM,Armenia,total,Sanitation,2017,31.55089,924583.01796,Sewage treated
ARM,Armenia,rural,Sanitation,2017,8.7567,94681.63131,Sewage treated
ARM,Armenia,urban,Sanitation,2017,44.87889,829901.36757,Sewage treated
ASM,American Samoa,total,Sanitation,2017,22.8417,12709.34956,Sewage treated
AUS,Australia,total,Sanitation,2017,2.28782,559384.58533,Faecal sludge treated
AUS,Australia,total,Sanitation,2017,2.87279,702412.77698,Disposed insitu
AUS,Australia,total,Sanitation,2017,70.47926,17232574.821,Sewage treated
AUT,Austria,total,Sanitation,2017,2.13207,186245.68649,Faecal sludge treated
AUT,Austria,rural,Sanitation,2017,3.98666,145938.81342,Faecal sludge treated
AUT,Austria,urban,Sanitation,2017,0.79426,40306.87693,Faecal sludge treated
AUT,Austria,total,Sanitation,2017,2.13207,186245.68649,Disposed insitu
AUT,Austria,rural,Sanitation,2017,3.98666,145938.81342,Disposed insitu
AUT,Austria,urban,Sanitation,2017,0.79426,40306.87693,Disposed insitu
AUT,Austria,total,Sanitation,2017,92.4826,8078774.47854,Sewage treated
AUT,Austria,rural,Sanitation,2017,84.32809,3086980.463,Sewage treated
AUT,Austria,urban,Sanitation,2017,98.36485,4991793.99855,Sewage treated
AZE,Azerbaijan,urban,Sanitation,2017,15.37024,835969.38155,Faecal sludge treated
AZE,Azerbaijan,urban,Sanitation,2017,16.15892,878864.82873,Disposed insitu
AZE,Azerbaijan,total,Sanitation,2017,36.1191,3549636.60821,Sewage treated
AZE,Azerbaijan,rural,Sanitation,2017,5.68499,249497.59558,Sewage treated
AZE,Azerbaijan,urban,Sanitation,2017,60.67679,3300139.0322,Sewage treated
BEL,Belgium,total,Sanitation,2017,1.19294,136345.00454,Faecal sludge treated
BEL,Belgium,total,Sanitation,2017,1.19294,136345.00454,Disposed insitu
BEL,Belgium,total,Sanitation,2017,94.7143,10825216.07533,Sewage treated
BGD,Bangladesh,rural,Sanitation,2017,0,0,Faecal sludge treated
BGD,Bangladesh,rural,Sanitation,2017,32.28791,34103281.79196,Disposed insitu
BGD,Bangladesh,rural,Sanitation,2017,0.05147,54365.88694,Sewage treated
BGR,Bulgaria,total,Sanitation,2017,4.08601,289476.13191,Faecal sludge treated
BGR,Bulgaria,urban,Sanitation,2017,2.37189,125472.708,Faecal sludge treated
BGR,Bulgaria,total,Sanitation,2017,4.89597,346858.25252,Disposed insitu
BGR,Bulgaria,urban,Sanitation,2017,2.84207,150344.84518,Disposed insitu
BGR,Bulgaria,total,Sanitation,2017,55.86362,3957697.76044,Sewage treated
BGR,Bulgaria,rural,Sanitation,2017,21.03158,377431.23731,Sewage treated
BGR,Bulgaria,urban,Sanitation,2017,67.68018,3580266.54789,Sewage treated
BHR,Bahrain,total,Sanitation,2017,2.44482,36491.06637,Faecal sludge treated
BHR,Bahrain,total,Sanitation,2017,2.44482,36491.06637,Disposed insitu
BHR,Bahrain,total,Sanitation,2017,91.11035,1359898.50725,Sewage treated
BIH,Bosnia and Herzegovina,total,Sanitation,2017,1.3176,46208.46391,Faecal sludge treated
BIH,Bosnia and Herzegovina,urban,Sanitation,2017,0.33036,5546.77203,Faecal sludge treated
BIH,Bosnia and Herzegovina,total,Sanitation,2017,15.5929,546845.7268,Disposed insitu
BIH,Bosnia and Herzegovina,urban,Sanitation,2017,3.90956,65642.27259,Disposed insitu
BIH,Bosnia and Herzegovina,total,Sanitation,2017,4.64413,162870.29178,Sewage treated
BIH,Bosnia and Herzegovina,rural,Sanitation,2017,2.45008,44787.45,Sewage treated
BIH,Bosnia and Herzegovina,urban,Sanitation,2017,7.03285,118082.83955,Sewage treated
BLR,Belarus,total,Sanitation,2017,2.00259,189611.72373,Faecal sludge treated
BLR,Belarus,rural,Sanitation,2017,7.38019,152795.48019,Faecal sludge treated
BLR,Belarus,urban,Sanitation,2017,0.49765,36816.2498,Faecal sludge treated
BLR,Belarus,total,Sanitation,2017,2.38197,225532.95972,Disposed insitu
BLR,Belarus,rural,Sanitation,2017,8.77834,181742.01575,Disposed insitu
BLR,Belarus,urban,Sanitation,2017,0.59193,43790.95142,Disposed insitu
BLR,Belarus,total,Sanitation,2017,76.13121,7208360.1778,Sewage treated
BLR,Belarus,rural,Sanitation,2017,60.21684,1246697.31269,Sewage treated
BLR,Belarus,urban,Sanitation,2017,80.58489,5961663.04691,Sewage treated
BMU,Bermuda,total,Sanitation,2017,1.5,920.235,Sewage treated
BMU,Bermuda,urban,Sanitation,2017,1.5,920.235,Sewage treated
BOL,Bolivia (Plurinational State of),total,Sanitation,2017,2.71134,299646.96489,Faecal sludge treated
BOL,Bolivia (Plurinational State of),urban,Sanitation,2017,2.18168,166559.05194,Faecal sludge treated
BOL,Bolivia (Plurinational State of),total,Sanitation,2017,9.25058,1022336.96653,Disposed insitu
BOL,Bolivia (Plurinational State of),urban,Sanitation,2017,7.44346,568266.98036,Disposed insitu
BOL,Bolivia (Plurinational State of),total,Sanitation,2017,10.80196,1193788.9713,Sewage treated
BOL,Bolivia (Plurinational State of),rural,Sanitation,2017,1.31157,44818.53644,Sewage treated
BOL,Bolivia (Plurinational State of),urban,Sanitation,2017,15.04982,1148970.42113,Sewage treated
BRA,Brazil,total,Sanitation,2017,4.25817,8911842.45193,Faecal sludge treated
BRA,Brazil,urban,Sanitation,2017,3.20554,5790323.11625,Faecal sludge treated
BRA,Brazil,total,Sanitation,2017,7.52702,15753171.43538,Disposed insitu
BRA,Brazil,urban,Sanitation,2017,5.66634,10235364.14703,Disposed insitu
BRA,Brazil,total,Sanitation,2017,37.52412,78533591.5789,Sewage treated
BRA,Brazil,rural,Sanitation,2017,4.74899,1360758.75009,Sewage treated
BRA,Brazil,urban,Sanitation,2017,42.72317,77172830.15974,Sewage treated
BRB,Barbados,total,Sanitation,2017,3.05357,8724.6409,Sewage treated
CAN,Canada,total,Sanitation,2017,13.71808,5024135.27842,Faecal sludge treated
CAN,Canada,rural,Sanitation,2017,31.01584,2118510.27237,Faecal sludge treated
CAN,Canada,urban,Sanitation,2017,9.75245,2905625.0832,Faecal sludge treated
CAN,Canada,total,Sanitation,2017,0.84201,308380.70973,Disposed insitu
CAN,Canada,rural,Sanitation,2017,2.57256,175716.78675,Disposed insitu
CAN,Canada,urban,Sanitation,2017,0.44527,132663.92811,Disposed insitu
CAN,Canada,total,Sanitation,2017,67.75631,24815206.23727,Sewage treated
CAN,Canada,rural,Sanitation,2017,48.15399,3289116.89815,Sewage treated
CAN,Canada,urban,Sanitation,2017,72.25027,21526089.65844,Sewage treated
CHE,Switzerland,total,Sanitation,2017,0.76408,64763.41886,Faecal sludge treated
CHE,Switzerland,rural,Sanitation,2017,2.912,64763.41851,Faecal sludge treated
CHE,Switzerland,urban,Sanitation,2017,0,0,Faecal sludge treated
CHE,Switzerland,total,Sanitation,2017,0.76408,64763.41886,Disposed insitu
CHE,Switzerland,rural,Sanitation,2017,2.912,64763.41851,Disposed insitu
CHE,Switzerland,urban,Sanitation,2017,0,0,Disposed insitu
CHE,Switzerland,total,Sanitation,2017,98.01115,8307430.09513,Sewage treated
CHE,Switzerland,rural,Sanitation,2017,92.70164,2061701.91398,Sewage treated
CHE,Switzerland,urban,Sanitation,2017,99.8999,6245727.93813,Sewage treated
CHI,Channel Islands,total,Sanitation,2017,1.309,2163.96026,Faecal sludge treated
CHI,Channel Islands,total,Sanitation,2017,7.191,11887.72974,Disposed insitu
CHI,Channel Islands,total,Sanitation,2017,81.5,134730.91,Sewage treated
CHL,Chile,total,Sanitation,2017,2.66665,481456.73627,Faecal sludge treated
CHL,Chile,urban,Sanitation,2017,0.38564,60916.49864,Faecal sludge treated
CHL,Chile,total,Sanitation,2017,3.29772,595395.07575,Disposed insitu
CHL,Chile,urban,Sanitation,2017,0.46999,74240.03412,Disposed insitu
CHL,Chile,total,Sanitation,2017,72.52203,13093653.89291,Sewage treated
CHL,Chile,rural,Sanitation,2017,16.65129,376093.8803,Sewage treated
CHL,Chile,urban,Sanitation,2017,80.51086,12717559.84789,Sewage treated
CHN,China,total,Sanitation,2017,3.50554,49411230.689,Faecal sludge treated
CHN,China,rural,Sanitation,2017,0,0,Faecal sludge treated
CHN,China,urban,Sanitation,2017,6.04821,49411231.15142,Faecal sludge treated
CHN,China,total,Sanitation,2017,15.57998,219602489.23228,Disposed insitu
CHN,China,rural,Sanitation,2017,23.322,138197104.01014,Disposed insitu
CHN,China,urban,Sanitation,2017,9.96447,81405384.20089,Disposed insitu
CHN,China,total,Sanitation,2017,52.99675,746998383.14798,Sewage treated
CHN,China,rural,Sanitation,2017,32.74863,194055661.42395,Sewage treated
CHN,China,urban,Sanitation,2017,67.68327,552942724.39495,Sewage treated
COL,Colombia,total,Sanitation,2017,0.71792,352252.69216,Faecal sludge treated
COL,Colombia,urban,Sanitation,2017,0.23083,91112.79716,Faecal sludge treated
COL,Colombia,total,Sanitation,2017,4.43976,2178394.8794,Disposed insitu
COL,Colombia,urban,Sanitation,2017,1.42751,563458.1515,Disposed insitu
COL,Colombia,total,Sanitation,2017,11.82003,5799568.01793,Sewage treated
COL,Colombia,rural,Sanitation,2017,2.13052,204407.99602,Sewage treated
COL,Colombia,urban,Sanitation,2017,14.17525,5595159.83515,Sewage treated
CRI,Costa Rica,total,Sanitation,2017,10.49363,514793.27086,Sewage treated
CRI,Costa Rica,rural,Sanitation,2017,2.72248,28634.942,Sewage treated
CRI,Costa Rica,urban,Sanitation,2017,12.61448,486158.34371,Sewage treated
CUB,Cuba,total,Sanitation,2017,7.06091,810919.57678,Faecal sludge treated
CUB,Cuba,urban,Sanitation,2017,5.03882,445458.68061,Faecal sludge treated
CUB,Cuba,total,Sanitation,2017,16.16115,1856049.15135,Disposed insitu
CUB,Cuba,urban,Sanitation,2017,11.53296,1019574.85032,Disposed insitu
CUB,Cuba,total,Sanitation,2017,20.97359,2408740.19002,Sewage treated
CUB,Cuba,rural,Sanitation,2017,6.51659,172305.71466,Sewage treated
CUB,Cuba,urban,Sanitation,2017,25.29752,2236434.58419,Sewage treated
CYP,Cyprus,total,Sanitation,2017,11.84432,139709.77662,Faecal sludge treated
CYP,Cyprus,urban,Sanitation,2017,6.63314,52293.34747,Faecal sludge treated
CYP,Cyprus,total,Sanitation,2017,11.84432,139709.77662,Disposed insitu
CYP,Cyprus,urban,Sanitation,2017,6.63314,52293.34747,Disposed insitu
CYP,Cyprus,total,Sanitation,2017,51.77504,610712.97483,Sewage treated
CYP,Cyprus,rural,Sanitation,2017,9,35206.76798,Sewage treated
CYP,Cyprus,urban,Sanitation,2017,73,575506.22303,Sewage treated
CZE,Czechia,total,Sanitation,2017,3.04149,322954.32739,Faecal sludge treated
CZE,Czechia,rural,Sanitation,2017,8.64167,241557.70422,Faecal sludge treated
CZE,Czechia,urban,Sanitation,2017,1.04047,81396.6294,Faecal sludge treated
CZE,Czechia,total,Sanitation,2017,3.04149,322954.32739,Disposed insitu
CZE,Czechia,rural,Sanitation,2017,8.64167,241557.70422,Disposed insitu
CZE,Czechia,urban,Sanitation,2017,1.04047,81396.6294,Disposed insitu
CZE,Czechia,total,Sanitation,2017,88.37616,9384048.54756,Sewage treated
CZE,Czechia,rural,Sanitation,2017,67.81314,1895558.86295,Sewage treated
CZE,Czechia,urban,Sanitation,2017,95.72359,7488489.90477,Sewage treated
DEU,Germany,total,Sanitation,2017,0.84776,696131.26986,Faecal sludge treated
DEU,Germany,rural,Sanitation,2017,3.47595,649027.95855,Faecal sludge treated
DEU,Germany,urban,Sanitation,2017,0.07425,47103.296,Faecal sludge treated
DEU,Germany,total,Sanitation,2017,0.85032,698234.46088,Disposed insitu
DEU,Germany,rural,Sanitation,2017,3.48645,650988.83839,Disposed insitu
DEU,Germany,urban,Sanitation,2017,0.07447,47245.60713,Disposed insitu
DEU,Germany,total,Sanitation,2017,95.53512,78447920.48881,Sewage treated
DEU,Germany,rural,Sanitation,2017,84.78995,15831939.06876,Sewage treated
DEU,Germany,urban,Sanitation,2017,98.69757,62615981.48264,Sewage treated
DJI,Djibouti,total,Sanitation,2017,0,0,Faecal sludge treated
DJI,Djibouti,rural,Sanitation,2017,0,0,Faecal sludge treated
DJI,Djibouti,urban,Sanitation,2017,0,0,Faecal sludge treated
DJI,Djibouti,total,Sanitation,2017,34.11302,326456.47979,Disposed insitu
DJI,Djibouti,rural,Sanitation,2017,18.93489,40502.72184,Disposed insitu
DJI,Djibouti,urban,Sanitation,2017,38.48224,285953.7637,Disposed insitu
DJI,Djibouti,total,Sanitation,2017,2.32742,22273.04752,Sewage treated
DJI,Djibouti,rural,Sanitation,2017,0,0,Sewage treated
DJI,Djibouti,urban,Sanitation,2017,2.9974,22273.04796,Sewage treated
DNK,Denmark,total,Sanitation,2017,2.08853,119747.05063,Faecal sludge treated
DNK,Denmark,total,Sanitation,2017,2.10103,120463.4553,Disposed insitu
DNK,Denmark,total,Sanitation,2017,90.65079,5197509.20974,Sewage treated
DOM,Dominican Republic,total,Sanitation,2017,4.60504,495824.49676,Sewage treated
DOM,Dominican Republic,rural,Sanitation,2017,0.93284,19809.53559,Sewage treated
DOM,Dominican Republic,urban,Sanitation,2017,5.50725,476014.97335,Sewage treated
DZA,Algeria,total,Sanitation,2017,0.63416,262024.81636,Faecal sludge treated
DZA,Algeria,rural,Sanitation,2017,1.73386,200218.628,Faecal sludge treated
DZA,Algeria,urban,Sanitation,2017,0.20761,61806.19591,Faecal sludge treated
DZA,Algeria,total,Sanitation,2017,3.61817,1494961.81742,Disposed insitu
DZA,Algeria,rural,Sanitation,2017,9.89238,1142331.50947,Disposed insitu
DZA,Algeria,urban,Sanitation,2017,1.18449,352630.35099,Disposed insitu
DZA,Algeria,total,Sanitation,2017,13.43514,5551149.9445,Sewage treated
DZA,Algeria,rural,Sanitation,2017,9.16179,1057966.56595,Sewage treated
DZA,Algeria,urban,Sanitation,2017,15.09271,4493183.50451,Sewage treated
ECU,Ecuador,total,Sanitation,2017,0.2867,47663.83827,Faecal sludge treated
ECU,Ecuador,rural,Sanitation,2017,0,0,Faecal sludge treated
ECU,Ecuador,urban,Sanitation,2017,0.45029,47663.8362,Faecal sludge treated
ECU,Ecuador,total,Sanitation,2017,25.12058,4176260.20762,Disposed insitu
ECU,Ecuador,rural,Sanitation,2017,50.20073,3032029.20683,Disposed insitu
ECU,Ecuador,urban,Sanitation,2017,10.80988,1144230.93644,Disposed insitu
ECU,Ecuador,total,Sanitation,2017,16.60348,2760304.6529,Sewage treated
ECU,Ecuador,rural,Sanitation,2017,6.95575,420114.26383,Sewage treated
ECU,Ecuador,urban,Sanitation,2017,22.10846,2340190.28557,Sewage treated
EGY,Egypt,total,Sanitation,2017,5.91319,5768502.44632,Faecal sludge treated
EGY,Egypt,urban,Sanitation,2017,0.66393,276592.24408,Faecal sludge treated
EGY,Egypt,total,Sanitation,2017,8.09611,7898006.55037,Disposed insitu
EGY,Egypt,urban,Sanitation,2017,0.90902,378699.21628,Disposed insitu
EGY,Egypt,total,Sanitation,2017,48.22681,47046768.59085,Sewage treated
EGY,Egypt,rural,Sanitation,2017,32.63829,18242546.82749,Sewage treated
EGY,Egypt,urban,Sanitation,2017,69.14107,28804221.62018,Sewage treated
ESP,Spain,total,Sanitation,2017,0,0,Faecal sludge treated
ESP,Spain,rural,Sanitation,2017,0,0,Faecal sludge treated
ESP,Spain,urban,Sanitation,2017,0,0,Faecal sludge treated
ESP,Spain,total,Sanitation,2017,0,0,Disposed insitu
ESP,Spain,rural,Sanitation,2017,0,0,Disposed insitu
ESP,Spain,urban,Sanitation,2017,0,0,Disposed insitu
ESP,Spain,total,Sanitation,2017,96.62018,44787625.635,Sewage treated
ESP,Spain,rural,Sanitation,2017,96.7128,8930246.62418,Sewage treated
ESP,Spain,urban,Sanitation,2017,96.59714,35857380.89801,Sewage treated
EST,Estonia,total,Sanitation,2017,4.61073,60383.58868,Faecal sludge treated
EST,Estonia,rural,Sanitation,2017,14.73877,60383.58709,Faecal sludge treated
EST,Estonia,urban,Sanitation,2017,0,0,Faecal sludge treated
EST,Estonia,total,Sanitation,2017,4.6261,60584.91437,Disposed insitu
EST,Estonia,rural,Sanitation,2017,14.78791,60584.91277,Disposed insitu
EST,Estonia,urban,Sanitation,2017,0,0,Disposed insitu
EST,Estonia,total,Sanitation,2017,88.1238,1154097.53674,Sewage treated
EST,Estonia,rural,Sanitation,2017,64.86427,265743.80772,Sewage treated
EST,Estonia,urban,Sanitation,2017,98.71257,888353.73268,Sewage treated
ETH,Ethiopia,rural,Sanitation,2017,0,0,Faecal sludge treated
ETH,Ethiopia,rural,Sanitation,2017,3.55281,2971587.805,Disposed insitu
ETH,Ethiopia,rural,Sanitation,2017,0.26182,218987.59146,Sewage treated
FIN,Finland,total,Sanitation,2017,0.23777,13132.5912,Faecal sludge treated
FIN,Finland,urban,Sanitation,2017,1.74182,82086.88628,Faecal sludge treated
FIN,Finland,total,Sanitation,2017,14.36745,793547.37467,Disposed insitu
FIN,Finland,urban,Sanitation,2017,1.74182,82086.88628,Disposed insitu
FIN,Finland,total,Sanitation,2017,84.59987,4672646.27977,Sewage treated
FIN,Finland,rural,Sanitation,2017,19.57672,158675.994,Sewage treated
FIN,Finland,urban,Sanitation,2017,95.78317,4513970.16142,Sewage treated
