ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
MUS,Mauritius,rural,Sanitation,2017,3.84499,28777.53258,Sewage treated
MUS,Mauritius,urban,Sanitation,2017,34.85226,180079.86618,Sewage treated
MYS,Malaysia,total,Sanitation,2017,0.54489,172316.89563,Faecal sludge treated
MYS,Malaysia,total,Sanitation,2017,9.64489,3050125.67345,Disposed insitu
MYS,Malaysia,total,Sanitation,2017,78.44413,24807379.75256,Sewage treated
NER,Niger,total,Sanitation,2017,0,0,Faecal sludge treated
NER,Niger,rural,Sanitation,2017,0,0,Faecal sludge treated
NER,Niger,urban,Sanitation,2017,0,0,Faecal sludge treated
NER,Niger,total,Sanitation,2017,9.41068,2021164.09076,Disposed insitu
NER,Niger,rural,Sanitation,2017,6.83896,1228673.94076,Disposed insitu
NER,Niger,urban,Sanitation,2017,22.56812,792490.18922,Disposed insitu
NER,Niger,total,Sanitation,2017,0.19415,41697.32647,Sewage treated
NER,Niger,rural,Sanitation,2017,0.06398,11494.72719,Sewage treated
NER,Niger,urban,Sanitation,2017,0.86009,30202.59989,Sewage treated
NGA,Nigeria,total,Sanitation,2017,0,0,Faecal sludge treated
NGA,Nigeria,rural,Sanitation,2017,0,0,Faecal sludge treated
NGA,Nigeria,urban,Sanitation,2017,0,0,Faecal sludge treated
NGA,Nigeria,total,Sanitation,2017,23.47372,44808122.36154,Disposed insitu
NGA,Nigeria,rural,Sanitation,2017,22.2005,21392691.30433,Disposed insitu
NGA,Nigeria,urban,Sanitation,2017,24.77168,23415431.12976,Disposed insitu
NGA,Nigeria,total,Sanitation,2017,3.1809,6071902.21832,Sewage treated
NGA,Nigeria,rural,Sanitation,2017,1.65939,1599012.16585,Sewage treated
NGA,Nigeria,urban,Sanitation,2017,4.73197,4472890.13916,Sewage treated
NLD,Netherlands,total,Sanitation,2017,0.10846,18476.3652,Faecal sludge treated
NLD,Netherlands,rural,Sanitation,2017,1.21546,18476.36546,Faecal sludge treated
NLD,Netherlands,urban,Sanitation,2017,0,0,Faecal sludge treated
NLD,Netherlands,total,Sanitation,2017,0.10848,18480.91273,Disposed insitu
NLD,Netherlands,rural,Sanitation,2017,1.21576,18480.91299,Disposed insitu
NLD,Netherlands,urban,Sanitation,2017,0,0,Disposed insitu
NLD,Netherlands,total,Sanitation,2017,97.25633,16568527.5715,Sewage treated
NLD,Netherlands,rural,Sanitation,2017,95.01405,1444323.86484,Sewage treated
NLD,Netherlands,urban,Sanitation,2017,97.47601,15124203.82512,Sewage treated
NOR,Norway,total,Sanitation,2017,7.03554,373262.31197,Faecal sludge treated
NOR,Norway,total,Sanitation,2017,6.15159,326365.50092,Disposed insitu
NOR,Norway,total,Sanitation,2017,63.13036,3349307.49882,Sewage treated
NZL,New Zealand,total,Sanitation,2017,4.67295,219900.68485,Faecal sludge treated
NZL,New Zealand,total,Sanitation,2017,4.95087,232978.96632,Disposed insitu
NZL,New Zealand,total,Sanitation,2017,79.05544,3720204.94563,Sewage treated
OMN,Oman,total,Sanitation,2017,10.77234,499433.78539,Sewage treated
OMN,Oman,rural,Sanitation,2017,1.50854,11498.15106,Sewage treated
OMN,Oman,urban,Sanitation,2017,12.59494,487935.6397,Sewage treated
PER,Peru,total,Sanitation,2017,3.13407,1008088.94899,Faecal sludge treated
PER,Peru,urban,Sanitation,2017,1.46407,366002.45413,Faecal sludge treated
PER,Peru,total,Sanitation,2017,4.90327,1577160.08552,Disposed insitu
PER,Peru,urban,Sanitation,2017,2.29054,572612.62753,Disposed insitu
PER,Peru,total,Sanitation,2017,39.1774,12601600.18536,Sewage treated
PER,Peru,rural,Sanitation,2017,10.24672,734328.39137,Sewage treated
PER,Peru,urban,Sanitation,2017,47.47096,11867271.40503,Sewage treated
PHL,Philippines,total,Sanitation,2017,0,0,Faecal sludge treated
PHL,Philippines,rural,Sanitation,2017,0,0,Faecal sludge treated
PHL,Philippines,urban,Sanitation,2017,0,0,Faecal sludge treated
PHL,Philippines,total,Sanitation,2017,49.85055,52302244.00763,Disposed insitu
PHL,Philippines,rural,Sanitation,2017,48.29465,27016136.40513,Disposed insitu
PHL,Philippines,urban,Sanitation,2017,51.62762,25286107.61618,Disposed insitu
PHL,Philippines,total,Sanitation,2017,1.78959,1877607.77315,Sewage treated
PHL,Philippines,rural,Sanitation,2017,1.28972,721474.11945,Sewage treated
PHL,Philippines,urban,Sanitation,2017,2.36052,1156133.65809,Sewage treated
PNG,Papua New Guinea,total,Sanitation,2017,1.89628,156465.07622,Sewage treated
PNG,Papua New Guinea,rural,Sanitation,2017,0.47465,34033.10313,Sewage treated
PNG,Papua New Guinea,urban,Sanitation,2017,11.3251,122431.97566,Sewage treated
POL,Poland,total,Sanitation,2017,12.89244,4921134.64939,Faecal sludge treated
POL,Poland,total,Sanitation,2017,7.34828,2804890.72168,Disposed insitu
POL,Poland,total,Sanitation,2017,73.01174,27869100.25256,Sewage treated
PRI,Puerto Rico,total,Sanitation,2017,0.45991,16847.2811,Faecal sludge treated
PRI,Puerto Rico,total,Sanitation,2017,1.41472,51823.18043,Disposed insitu
PRI,Puerto Rico,total,Sanitation,2017,30.6695,1123464.02563,Sewage treated
PRK,Democratic People's Republic of Korea,rural,Sanitation,2017,0,0,Faecal sludge treated
PRK,Democratic People's Republic of Korea,total,Sanitation,2017,0.80651,205586.02584,Disposed insitu
PRK,Democratic People's Republic of Korea,rural,Sanitation,2017,0.40879,39933.47958,Disposed insitu
PRK,Democratic People's Republic of Korea,urban,Sanitation,2017,1.05361,165652.54801,Disposed insitu
PRK,Democratic People's Republic of Korea,rural,Sanitation,2017,4.72727,461790.16954,Sewage treated
PRT,Portugal,total,Sanitation,2017,10.36107,1070247.33977,Faecal sludge treated
PRT,Portugal,urban,Sanitation,2017,5.34031,356638.26645,Faecal sludge treated
PRT,Portugal,total,Sanitation,2017,10.36107,1070247.33977,Disposed insitu
PRT,Portugal,urban,Sanitation,2017,5.34031,356638.26645,Disposed insitu
PRT,Portugal,total,Sanitation,2017,63.96197,6606955.33078,Sewage treated
PRT,Portugal,rural,Sanitation,2017,30.98283,1131267.78996,Sewage treated
PRT,Portugal,urban,Sanitation,2017,81.99307,5475687.73825,Sewage treated
PRY,Paraguay,total,Sanitation,2017,0,0,Faecal sludge treated
PRY,Paraguay,rural,Sanitation,2017,0,0,Faecal sludge treated
PRY,Paraguay,urban,Sanitation,2017,0,0,Faecal sludge treated
PRY,Paraguay,total,Sanitation,2017,54.24926,3695078.33912,Disposed insitu
PRY,Paraguay,rural,Sanitation,2017,66.24273,1746139.9104,Disposed insitu
PRY,Paraguay,urban,Sanitation,2017,46.67753,1948938.54635,Disposed insitu
PRY,Paraguay,total,Sanitation,2017,4.2199,287429.91453,Sewage treated
PRY,Paraguay,rural,Sanitation,2017,0,0,Sewage treated
PRY,Paraguay,urban,Sanitation,2017,6.88401,287429.93004,Sewage treated
PSE,West Bank and Gaza Strip,total,Sanitation,2017,10.27955,505828.50394,Faecal sludge treated
PSE,West Bank and Gaza Strip,urban,Sanitation,2017,7.51033,280475.9025,Faecal sludge treated
PSE,West Bank and Gaza Strip,total,Sanitation,2017,13.84765,681404.41638,Disposed insitu
PSE,West Bank and Gaza Strip,urban,Sanitation,2017,10.073,376179.46307,Disposed insitu
PSE,West Bank and Gaza Strip,total,Sanitation,2017,36.83624,1812609.61955,Sewage treated
PSE,West Bank and Gaza Strip,rural,Sanitation,2017,4.525,53675.13077,Sewage treated
PSE,West Bank and Gaza Strip,urban,Sanitation,2017,47.09917,1758934.50862,Sewage treated
QAT,Qatar,total,Sanitation,2017,1.98423,52368.05397,Faecal sludge treated
QAT,Qatar,total,Sanitation,2017,1.98423,52368.05397,Disposed insitu
QAT,Qatar,total,Sanitation,2017,92.06307,2429738.78413,Sewage treated
ROU,Romania,total,Sanitation,2017,14.39099,2832046.22549,Faecal sludge treated
ROU,Romania,total,Sanitation,2017,16.36479,3220476.79665,Disposed insitu
ROU,Romania,total,Sanitation,2017,45.78491,9010153.27682,Sewage treated
RUS,Russian Federation,total,Sanitation,2017,3.55721,5122016.63213,Faecal sludge treated
RUS,Russian Federation,rural,Sanitation,2017,9.50332,3517833.55357,Faecal sludge treated
RUS,Russian Federation,urban,Sanitation,2017,1.49962,1604182.89791,Faecal sludge treated
RUS,Russian Federation,total,Sanitation,2017,5.31647,7655169.82238,Disposed insitu
RUS,Russian Federation,rural,Sanitation,2017,14.2033,5257619.25304,Disposed insitu
RUS,Russian Federation,urban,Sanitation,2017,2.24127,2397550.29936,Disposed insitu
RUS,Russian Federation,total,Sanitation,2017,52.43254,75497481.55338,Sewage treated
RUS,Russian Federation,rural,Sanitation,2017,31.52648,11670119.23553,Sewage treated
RUS,Russian Federation,urban,Sanitation,2017,59.66687,63827360.41629,Sewage treated
SAU,Saudi Arabia,total,Sanitation,2017,11.12393,3664023.98874,Faecal sludge treated
SAU,Saudi Arabia,total,Sanitation,2017,11.12393,3664023.98874,Disposed insitu
SAU,Saudi Arabia,total,Sanitation,2017,55.50428,18282118.04505,Sewage treated
SEN,Senegal,total,Sanitation,2017,0,0,Faecal sludge treated
SEN,Senegal,rural,Sanitation,2017,0,0,Faecal sludge treated
SEN,Senegal,urban,Sanitation,2017,0,0,Faecal sludge treated
SEN,Senegal,total,Sanitation,2017,19.40216,3075351.84652,Disposed insitu
SEN,Senegal,rural,Sanitation,2017,21.00927,1773604.62152,Disposed insitu
SEN,Senegal,urban,Sanitation,2017,17.57086,1301747.23199,Disposed insitu
SEN,Senegal,total,Sanitation,2017,2.05361,325508.56965,Sewage treated
SEN,Senegal,rural,Sanitation,2017,0.08771,7404.47297,Sewage treated
SEN,Senegal,urban,Sanitation,2017,4.29374,318104.08814,Sewage treated
SGP,Singapore,total,Sanitation,2017,0,0,Faecal sludge treated
SGP,Singapore,urban,Sanitation,2017,0,0,Faecal sludge treated
SGP,Singapore,total,Sanitation,2017,0,0,Disposed insitu
SGP,Singapore,urban,Sanitation,2017,0,0,Disposed insitu
SGP,Singapore,total,Sanitation,2017,100,5708844,Sewage treated
SGP,Singapore,urban,Sanitation,2017,100,5708844,Sewage treated
SLE,Sierra Leone,total,Sanitation,2017,0,0,Faecal sludge treated
SLE,Sierra Leone,rural,Sanitation,2017,0,0,Faecal sludge treated
SLE,Sierra Leone,urban,Sanitation,2017,0,0,Faecal sludge treated
SLE,Sierra Leone,total,Sanitation,2017,13.26679,1002599.51766,Disposed insitu
SLE,Sierra Leone,rural,Sanitation,2017,8.40419,370682.85544,Disposed insitu
SLE,Sierra Leone,urban,Sanitation,2017,20.08303,631916.69681,Disposed insitu
SLE,Sierra Leone,total,Sanitation,2017,0.08271,6250.74447,Sewage treated
SLE,Sierra Leone,rural,Sanitation,2017,0.00685,302.25049,Sewage treated
SLE,Sierra Leone,urban,Sanitation,2017,0.18905,5948.49422,Sewage treated
SMR,San Marino,total,Sanitation,2017,3.10463,1036.94475,Faecal sludge treated
SMR,San Marino,total,Sanitation,2017,3.75,1252.5,Disposed insitu
SMR,San Marino,total,Sanitation,2017,70.3715,23504.081,Sewage treated
SRB,Serbia,total,Sanitation,2017,2.26608,199201.83874,Faecal sludge treated
SRB,Serbia,urban,Sanitation,2017,1.03853,51071.10541,Faecal sludge treated
SRB,Serbia,total,Sanitation,2017,11.06434,972618.58254,Disposed insitu
SRB,Serbia,urban,Sanitation,2017,5.07072,249358.67293,Disposed insitu
SRB,Serbia,total,Sanitation,2017,11.39563,1001740.87156,Sewage treated
SRB,Serbia,rural,Sanitation,2017,4.17479,161687.42496,Sewage treated
SRB,Serbia,urban,Sanitation,2017,17.08251,840053.45958,Sewage treated
SVK,Slovakia,total,Sanitation,2017,8.18366,445818.0081,Faecal sludge treated
SVK,Slovakia,rural,Sanitation,2017,11.81449,297664.72806,Faecal sludge treated
SVK,Slovakia,urban,Sanitation,2017,5.05958,148153.28147,Faecal sludge treated
SVK,Slovakia,total,Sanitation,2017,8.45482,460590.09653,Disposed insitu
SVK,Slovakia,rural,Sanitation,2017,12.20596,307527.78788,Disposed insitu
SVK,Slovakia,urban,Sanitation,2017,5.22723,153062.31012,Disposed insitu
SVK,Slovakia,total,Sanitation,2017,65.88124,3588987.33291,Sewage treated
SVK,Slovakia,rural,Sanitation,2017,51.70624,1302733.12002,Sewage treated
SVK,Slovakia,urban,Sanitation,2017,78.07785,2286254.20733,Sewage treated
SVN,Slovenia,total,Sanitation,2017,13.79334,286898.25295,Faecal sludge treated
SVN,Slovenia,total,Sanitation,2017,15.20674,316296.49854,Disposed insitu
SVN,Slovenia,total,Sanitation,2017,54.04124,1124044.91948,Sewage treated
SWE,Sweden,total,Sanitation,2017,3.88779,385306.93981,Faecal sludge treated
SWE,Sweden,rural,Sanitation,2017,6.31544,80453.74794,Faecal sludge treated
SWE,Sweden,urban,Sanitation,2017,3.52971,304853.18372,Faecal sludge treated
SWE,Sweden,total,Sanitation,2017,3.88779,385306.93981,Disposed insitu
SWE,Sweden,rural,Sanitation,2017,6.31544,80453.74794,Disposed insitu
SWE,Sweden,urban,Sanitation,2017,3.52971,304853.18372,Disposed insitu
SWE,Sweden,total,Sanitation,2017,85.60381,8483937.30951,Sewage treated
SWE,Sweden,rural,Sanitation,2017,75.17166,957627.67965,Sewage treated
SWE,Sweden,urban,Sanitation,2017,87.14254,7526309.41506,Sewage treated
SWZ,Eswatini,total,Sanitation,2017,3.17593,43423.01098,Sewage treated
SWZ,Eswatini,rural,Sanitation,2017,1.00481,10492.63156,Sewage treated
SWZ,Eswatini,urban,Sanitation,2017,10.19473,32930.3798,Sewage treated
TUN,Tunisia,total,Sanitation,2017,12.40285,1430312.14313,Faecal sludge treated
TUN,Tunisia,urban,Sanitation,2017,6.07068,480547.61715,Faecal sludge treated
TUN,Tunisia,total,Sanitation,2017,12.54467,1446667.6644,Disposed insitu
TUN,Tunisia,urban,Sanitation,2017,6.14009,486042.6462,Disposed insitu
TUN,Tunisia,total,Sanitation,2017,54.54288,6289953.6838,Sewage treated
TUN,Tunisia,rural,Sanitation,2017,7.39426,267394.39437,Sewage treated
TUN,Tunisia,urban,Sanitation,2017,76.08197,6022559.33192,Sewage treated
TUR,Turkey,total,Sanitation,2017,2.8083,2267565.59549,Faecal sludge treated
TUR,Turkey,urban,Sanitation,2017,0.63042,379960.17613,Faecal sludge treated
TUR,Turkey,total,Sanitation,2017,3.97986,3213539.73696,Disposed insitu
TUR,Turkey,urban,Sanitation,2017,0.89341,538470.47551,Disposed insitu
TUR,Turkey,total,Sanitation,2017,58.51975,47251787.63855,Sewage treated
TUR,Turkey,rural,Sanitation,2017,30.25764,6194861.99098,Sewage treated
TUR,Turkey,urban,Sanitation,2017,68.12018,41056925.84736,Sewage treated
TUV,Tuvalu,total,Sanitation,2017,0,0,Faecal sludge treated
TUV,Tuvalu,rural,Sanitation,2017,0,0,Faecal sludge treated
TUV,Tuvalu,urban,Sanitation,2017,0,0,Faecal sludge treated
TUV,Tuvalu,total,Sanitation,2017,6.3154,706.81943,Disposed insitu
TUV,Tuvalu,rural,Sanitation,2017,9.72453,418.69561,Disposed insitu
TUV,Tuvalu,urban,Sanitation,2017,4.18393,288.12383,Disposed insitu
TUV,Tuvalu,total,Sanitation,2017,0,0,Sewage treated
TUV,Tuvalu,rural,Sanitation,2017,0,0,Sewage treated
TUV,Tuvalu,urban,Sanitation,2017,0,0,Sewage treated
TZA,United Republic of Tanzania,total,Sanitation,2017,0,0,Faecal sludge treated
TZA,United Republic of Tanzania,rural,Sanitation,2017,0,0,Faecal sludge treated
TZA,United Republic of Tanzania,urban,Sanitation,2017,0,0,Faecal sludge treated
TZA,United Republic of Tanzania,total,Sanitation,2017,25.12857,14401189.64589,Disposed insitu
TZA,United Republic of Tanzania,rural,Sanitation,2017,22.31534,8561801.16693,Disposed insitu
TZA,United Republic of Tanzania,urban,Sanitation,2017,30.82662,5839388.03627,Disposed insitu
TZA,United Republic of Tanzania,total,Sanitation,2017,0.25031,143450.5352,Sewage treated
TZA,United Republic of Tanzania,rural,Sanitation,2017,0.07022,26941.9479,Sewage treated
TZA,United Republic of Tanzania,urban,Sanitation,2017,0.61506,116508.58549,Sewage treated
UGA,Uganda,total,Sanitation,2017,0.14059,60260.02739,Sewage treated
UGA,Uganda,rural,Sanitation,2017,0.05484,18053.37063,Sewage treated
UGA,Uganda,urban,Sanitation,2017,0.42451,42206.65706,Sewage treated
UKR,Ukraine,total,Sanitation,2017,14.32928,6336828.31107,Faecal sludge treated
UKR,Ukraine,urban,Sanitation,2017,8.19112,2508336.54995,Faecal sludge treated
UKR,Ukraine,total,Sanitation,2017,22.9338,10141999.68688,Disposed insitu
UKR,Ukraine,urban,Sanitation,2017,13.10977,4014555.42984,Disposed insitu
UKR,Ukraine,total,Sanitation,2017,31.27236,13829558.98617,Sewage treated
UKR,Ukraine,rural,Sanitation,2017,1.55716,211778.41395,Sewage treated
UKR,Ukraine,urban,Sanitation,2017,44.46968,13617780.8402,Sewage treated
USA,United States of America,total,Sanitation,2017,4.37142,14183469.37558,Faecal sludge treated
USA,United States of America,urban,Sanitation,2017,1.61154,4290649.10714,Faecal sludge treated
USA,United States of America,total,Sanitation,2017,4.42985,14373052.30325,Disposed insitu
USA,United States of America,urban,Sanitation,2017,1.63308,4347999.94266,Disposed insitu
USA,United States of America,total,Sanitation,2017,81.16574,263349910.97039,Sewage treated
USA,United States of America,rural,Sanitation,2017,30.59011,17807884.61716,Sewage treated
USA,United States of America,urban,Sanitation,2017,92.22411,245542034.29638,Sewage treated
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2017,0.22411,71663.04419,Faecal sludge treated
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2017,0.89442,286010.24111,Disposed insitu
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2017,22.64003,7239617.6173,Sewage treated
WSM,Samoa,total,Sanitation,2017,0,0,Faecal sludge treated
WSM,Samoa,rural,Sanitation,2017,0,0,Faecal sludge treated
WSM,Samoa,urban,Sanitation,2017,0,0,Faecal sludge treated
WSM,Samoa,total,Sanitation,2017,48.35233,94983.3222,Disposed insitu
WSM,Samoa,rural,Sanitation,2017,50.80804,81390.86456,Disposed insitu
WSM,Samoa,urban,Sanitation,2017,37.49944,13592.4615,Disposed insitu
WSM,Samoa,total,Sanitation,2017,0.11533,226.54794,Sewage treated
WSM,Samoa,rural,Sanitation,2017,0.0868,139.04743,Sewage treated
WSM,Samoa,urban,Sanitation,2017,0.2414,87.50052,Sewage treated
YEM,Yemen,urban,Sanitation,2017,5.76051,586112.83517,Faecal sludge treated
YEM,Yemen,urban,Sanitation,2017,6.90338,702395.85669,Disposed insitu
YEM,Yemen,total,Sanitation,2017,19.8219,5599769.43537,Sewage treated
YEM,Yemen,rural,Sanitation,2017,0.38942,70390.65349,Sewage treated
YEM,Yemen,urban,Sanitation,2017,54.34455,5529378.79271,Sewage treated
ZWE,Zimbabwe,urban,Sanitation,2017,1.10469,58866.35239,Faecal sludge treated
ZWE,Zimbabwe,urban,Sanitation,2017,3.43757,183179.09739,Disposed insitu
ZWE,Zimbabwe,total,Sanitation,2017,4.00793,662506.49985,Sewage treated
ZWE,Zimbabwe,rural,Sanitation,2017,0.32482,36383.32857,Sewage treated
ZWE,Zimbabwe,urban,Sanitation,2017,11.74992,626123.17702,Sewage treated
